,PROJECT,SITE CODE,SITE,Year,Month,Month #,Day,DATE,TRANSECT,LEVEL,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,BOTTOM PAN,TOTAL,d5,d10,d16,d25,d30,d50,d75,d84,d90,d95,Mean,Std,Skewness,Kurtosis,contact
211,SC_Beach,LEO,"LEO CARILLO, California",2012,May,5,29,29-May-12,B,HTS,0,0,0,0.0407,0.0805,0.0444,0.5251,8.1688,51.2899,19.1396,9.5664,1.1059,0.15,0.0045,0.0006,0.0406,90.157,0.588963748,0.496169071,0.476455682,0.448344392,1.206088333,0.378659186,0.270197466,0.210781805,0.114313503,0.044197158,0.336280261,2.342722795,28.37636631,0.458092113,Karina Nielsen
212,SC_Beach,LEO,"LEO CARILLO, California",2012,May,5,29,29-May-12,B,WTO,0,0,0,0.0312,0.1288,1.8848,13.5169,20.9119,14.7213,17.8478,27.5013,9.419,1.4682,0.0404,0.0103,0.0019,107.4838,0.927029633,0.815489221,0.701994372,0.604723499,0.845217316,0.363648276,0.231925959,0.207058613,0.191979974,0.180256715,0.375292157,2.04343404,0.731556075,0.554490177,Karina Nielsen
213,SC_Beach,LEO,"LEO CARILLO, California",2012,May,5,29,29-May-12,C,HTS,0,0,0,0.039,0.0177,0.2648,2.4588,14.7803,41.0467,27.6669,11.4567,3.3515,0.7157,0.0229,0.0113,0.0247,101.857,0.671250253,0.596991473,0.518643007,0.46956684,1.151527407,0.380212494,0.28792955,0.257232004,0.22336008,0.192007566,0.370174618,1.629398872,1.24339367,0.57359681,Karina Nielsen
214,SC_Beach,LEO,"LEO CARILLO, California",2012,May,5,29,29-May-12,C,WTO,0,0,0,0,0.0968,0.8476,6.0222,11.6802,12.9093,21.088,46.4605,4.1772,0.825,0.0619,0.0065,0.0215,104.1967,0.791843094,0.646248712,0.540858102,0.421602787,1.439729497,0.261110791,0.211606831,0.19786711,0.189206578,0.182279745,0.303454739,1.85631901,0.440804983,0.717901715,Karina Nielsen
215,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,29,29-May-12,A,HTS,0,0,0,0.1619,0.1272,0.4179,2.0909,8.2979,25.9576,31.4358,20.9357,4.7585,0.3466,0.0258,0.021,0.0292,94.606,0.644978733,0.523422908,0.468317255,0.415293219,1.36413613,0.306533287,0.224463302,0.193393646,0.16953167,0.044197158,0.302798231,2.438160288,3.957066082,0.49037046,Karina Nielsen
216,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,29,29-May-12,A,WTO,0,0,0,0.0984,0.4433,1.5918,4.9135,9.3286,13.9259,18.7276,33.9579,7.5715,1.0755,0.0439,0.0046,0.0453,91.7278,0.816944495,0.633640981,0.507033455,0.40342576,1.489174847,0.247542468,0.191797134,0.168773461,0.128242456,0.044197158,0.276692144,2.729811554,1.249845632,0.540604122,Karina Nielsen
217,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,29,29-May-12,B,HTS,0,0,0,0.0347,0.0148,0.1533,0.8958,5.0808,34.8692,22.8744,13.905,0.9108,0.1445,0,0.0044,0.0155,78.9032,0.541894358,0.481376658,0.453509331,0.414703812,1.341570785,0.308720364,0.189693474,0.044197158,0.044197158,0.044197158,0.183589828,3.34909945,18.47346418,0.458803691,Karina Nielsen
218,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,29,29-May-12,B,WTO,0,0,0,0.1541,0.2722,1.1163,2.6564,4.4615,6.9372,13.0715,46.7174,17.6338,1.696,0.0583,0.0111,0,94.7858,0.664455621,0.467642845,0.349810224,0.275551025,2.014243087,0.213417759,0.177291057,0.149252765,0.132650813,0.044197158,0.223354726,2.436382311,1.184308452,0.606947335,Karina Nielsen
219,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,29,29-May-12,C,HTS,0,0,0,0.0739,0.0179,0.1933,1.0604,5.479,21.3699,27.4018,20.7841,6.9219,0.5594,0.0212,0.0155,0.0208,83.9191,0.561172961,0.4749096,0.430875655,0.372360382,1.532946741,0.268343865,0.180899342,0.044197158,0.044197158,0.044197158,0.172244748,3.335531167,4.910274081,0.488712333,Karina Nielsen
220,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,29,29-May-12,C,WTO,0,0,0,0.4339,1.2297,3.4825,7.5823,10.0077,31.2185,14.8688,16.531,7.3319,1.3819,0.0536,0.0022,0.0279,94.1519,1.014645566,0.801028762,0.631371139,0.487597786,1.11633967,0.369428876,0.219642422,0.181874941,0.141930209,0.044197158,0.348762255,2.987844357,2.290495373,0.534930041,Karina Nielsen
221,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,30,30-May-12,A,HTS,0,0,0,0,0.0187,0,0.0093,0.0696,2.4849,21.2417,48.1842,11.3597,1.1179,0.0425,0.0105,0.0084,84.5474,0.339887479,0.31326134,0.284048672,0.247902111,2.064085323,0.207103945,0.161362914,0.102766568,0.044197158,0.044197158,0.182170337,2.147189791,6.369618323,0.484840895,Karina Nielsen
222,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,30,30-May-12,A,WTO,0,0,0,0.0172,0.0328,0.0148,0.0441,0.3768,4.5708,14.9936,35.8491,13.9197,1.2091,0.0552,0.0152,0.0252,71.1236,0.355079228,0.315384216,0.274542485,0.238325758,2.138774753,0.18715825,0.044197158,0.044197158,0.044197158,0.044197158,0.131443049,2.657887144,3.658747363,0.506812201,Karina Nielsen
223,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,30,30-May-12,B,HTS,0,0,0,0.0135,0.0532,0.0242,0.0917,0.6662,7.8046,34.8306,37.668,3.0833,0.2293,0.0101,0.0068,0.0315,84.513,0.415834591,0.348855669,0.328638381,0.300487929,1.806434572,0.235459796,0.187078176,0.128355879,0.044197158,0.044197158,0.214956346,2.215425742,6.325884779,0.479301428,Karina Nielsen
224,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,30,30-May-12,B,WTO,0,0,0,0.4571,0.333,0.2981,0.6738,2.2235,13.4012,31.7999,34.2973,3.5596,0.5843,0.0251,0.0077,0.0153,87.6759,0.487059988,0.427982869,0.36647057,0.325409598,1.698322951,0.247961058,0.192607152,0.168119804,0.044197158,0.044197158,0.248130692,2.21386985,3.66860085,0.492628066,Karina Nielsen
225,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,30,30-May-12,C,HTS,0,0,0,0,0,0.0113,0.0133,0.2093,4.9935,25.5931,42.5609,6.925,0.4948,0.0177,0.0068,0.0129,80.8386,0.359185639,0.331434229,0.305570665,0.270509866,1.983970289,0.213858708,0.163027835,0.044197158,0.044197158,0.044197158,0.142411255,2.737855264,8.8588979,0.473977188,Karina Nielsen
226,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,30,30-May-12,C,WTO,0,0,0,0.1541,0.0046,0.0113,0.0391,0.2696,3.2317,16.117,47.1408,20.5522,2.8113,0.1219,0.0286,0.0216,90.5038,0.343891625,0.308836148,0.271453821,0.240678833,2.10789592,0.200270777,0.154390762,0.132651088,0.092082355,0.044197158,0.193200444,1.99757503,4.199015994,0.496132467,Karina Nielsen
227,SC_Beach,AQB,"ARROYO QUEMADO, California",2012,May,5,1,1-May-12,B,HTS,0,0,0,0.041,0.134,0.0039,1.679,4.961,29.791,41.368,22.399,2.793,0.801,0.024,0.003,0,103.9979,0.567753883,0.481842153,0.449356738,0.40468859,1.389062133,0.316043422,0.256323082,0.227765055,0.20757242,0.192119646,0.318621469,1.553900208,0.862463922,0.596088887,Karina Nielsen
228,SC_Beach,AQB,"ARROYO QUEMADO, California",2012,May,5,1,1-May-12,B,WTO,0,0,0,0,0,0.002,0.032,0.199,2.546,4.755,60.394,7.058,0.581,0.021,0.003,0.004,75.595,0.300720242,0.246494574,0.238152082,0.226164745,2.185995298,0.195938966,0.123966052,0.044197158,0.044197158,0.044197158,0.127288698,2.460691054,9.446974532,0.481359349,Karina Nielsen
229,SC_Beach,BLK,"BLACKS, California",2012,May,5,3,3-May-12,B,HTS,0,0,0,0.014,0.0009,0.0022,0.0201,0.2682,6.2974,38.8385,45.3516,10.1302,1.1971,0.0508,0.0718,0.0178,102.2606,0.386164803,0.343004275,0.325122925,0.300033456,1.801211427,0.241448072,0.199459339,0.186202456,0.177857735,0.153085254,0.244503781,1.448689723,0.940367673,0.563544759,Karina Nielsen
230,SC_Beach,BLK,"BLACKS, California",2012,May,5,3,3-May-12,B,WTO,0,0,0,0,0,0.0025,0.0056,0.0779,5.6649,26.6156,40.4757,11.6718,1.3141,0.0235,0.0148,0.0024,85.8688,0.370182238,0.334530744,0.309389748,0.27517612,1.95554299,0.214971867,0.165811922,0.126928095,0.044197158,0.044197158,0.203617501,2.125652894,6.308417983,0.476302669,Karina Nielsen
231,SC_Beach,CAR,"CARLSBAD, California",2012,May,5,3,3-May-12,B,HTS,14.2183,0,0,0.1613,0.3268,0.6046,1.4319,4.0703,29.6593,35.6016,16.6529,2.2734,0.7167,0.0138,0.0046,0.0162,105.7517,1.839265403,3.382897223,0.846402492,0.476134674,1.154872165,0.3555188,0.278465026,0.255106572,0.230393429,0.207624806,0.42499816,2.328386714,0.531342586,1.07716409,Karina Nielsen
232,SC_Beach,CAR,"CARLSBAD, California",2012,May,5,3,3-May-12,B,WTO,34.0874,3.7811,4.797,3.445,2.7031,1.6872,1.7415,2.0619,11.3165,30.6386,18.3212,2.8937,1.1125,0.0239,0.0085,0.0114,118.6305,1.289396949,1.662544493,2.255470976,3.563963044,-2.200226477,1.108346023,0.317972152,0.287194884,0.268350107,0.253594211,0.895426142,2.513778235,0.609168368,0.25217561,Karina Nielsen
233,SC_Beach,CRY,"CRYSTAL COVE, California",2012,May,5,2,2-May-12,B,HTS,0,0,0,0,0,0.0088,0.0934,0.5576,4.6878,28.6815,45.8798,7.5024,2.1469,0.0594,0.0025,0.0231,89.6432,0.362764862,0.334233832,0.310859571,0.278827109,1.929761344,0.221594736,0.183461641,0.146341135,0.044197158,0.044197158,0.216021362,2.043417808,8.822599514,0.468390726,Karina Nielsen
234,SC_Beach,CRY,"CRYSTAL COVE, California",2012,May,5,2,2-May-12,B,WTO,0,0,0,0.1992,0.1057,0.3128,1.0839,2.1133,6.3961,26.8079,54.7389,8.8913,0.79,0.0349,0.0078,0.0064,101.4882,0.46890945,0.357626745,0.328067117,0.292033457,1.869088963,0.230281905,0.196570823,0.185683102,0.178761751,0.155796396,0.241174637,1.518554819,0.631251869,0.718714992,Karina Nielsen
235,SC_Beach,EUC,"EAST CAMPUS, California",2012,May,5,30,30-Apr-12,B,HTS,0,0,0,0,0.063,0.225,0.152,0.144,1.779,2.215,30.287,4.689,0.2813,0.005,0,0.0005,39.8408,0.248803167,0.234967785,0.219377067,0.197909016,2.419685013,0.044197158,0.044197158,0.044197158,0.044197158,0.044197158,0.075392238,2.299135737,0.013907528,0.472400249,Karina Nielsen
236,SC_Beach,EUC,"EAST CAMPUS, California",2012,May,5,30,30-Apr-12,B,WTO,0,0,0,0.1743,0.2266,0.2636,0.2951,0.2937,0.8429,2.1266,17.5231,31.969,7.8873,0.1246,0.0084,0,61.7352,0.24619397,0.223013291,0.198059076,0.170655711,2.629095374,0.130142608,0.044197158,0.044197158,0.044197158,0.044197158,0.104440642,2.235223061,2.278986725,0.521009006,Karina Nielsen
237,SC_Beach,GAV,"GAVIOTA, California",2012,May,5,1,1-May-12,B,HTS,0,0,0,0,0.0058,0.0138,0.0333,0.2785,6.5402,38.4786,42.5643,5.1619,1.344,0.0321,0.0261,0,94.4786,0.390424009,0.343738221,0.32565549,0.300299268,1.800535882,0.240719277,0.196384994,0.182508617,0.153685135,0.044197158,0.242763962,1.992527396,9.834187157,0.46597195,Karina Nielsen
238,SC_Beach,GAV,"GAVIOTA, California",2012,May,5,1,1-May-12,B,WTO,0,0,0,0,0.02,0.005,0.093,0.26,3.129,14.173,65.933,14.188,0.699,0.014,0.003,0.017,98.534,0.340886421,0.301655779,0.260491758,0.240570825,2.093428177,0.210946828,0.184970743,0.175120043,0.151246578,0.133857787,0.212700061,1.395102277,0.934919703,0.653495602,Karina Nielsen
239,SC_Beach,IVW,"ISLA VISTA, California",2012,May,5,30,30-Apr-12,B,HTS,0,0,0,0.0492,0.1001,0.1186,0.409,2.0123,13.451,35.751,32.3427,3.4757,0.9172,0.1082,0.0407,0.0104,88.7861,0.471106958,0.414163058,0.354840814,0.324462877,1.693837935,0.25463318,0.195169827,0.177226961,0.044197158,0.044197158,0.25205353,2.149350479,4.688014466,0.486501629,Karina Nielsen
240,SC_Beach,IVW,"ISLA VISTA, California",2012,May,5,30,30-Apr-12,B,WTO,7.06,0.43,0.754,1.116,1.387,1.187,0.301,4.313,14.804,22.246,47.654,11.194,0.876,0.035,0.011,0.0154,113.3834,3.411721586,1.704406641,0.52251673,0.410246928,1.454336666,0.264421247,0.213971711,0.20041513,0.19185801,0.185006844,0.302535042,2.633230467,0.481837518,1.499937408,Karina Nielsen
241,SC_Beach,LEO,"LEO CARILLO, California",2012,May,5,4,4-May-12,B,HTS,0,0,0,0.4617,0.0979,0.3806,4.7127,23.4322,64.7819,10.4967,1.6541,0.1568,0.0381,0.0036,0.0031,0.0056,106.225,0.741891231,0.663079483,0.606772472,0.531148903,1.007061386,0.447078368,0.391110641,0.372725738,0.360951804,0.340579686,0.465871672,1.372269769,0.620362413,0.718011111,Karina Nielsen
242,SC_Beach,LEO,"LEO CARILLO, California",2012,May,5,4,4-May-12,B,WTO,0,0,0,0.0965,0.0849,0.473,3.3277,13.1448,33.4401,35.5689,14.1605,2.5364,0.4012,0.0105,0.0061,0.0073,103.2579,0.688387558,0.603367029,0.515086122,0.460829426,1.192479987,0.355645085,0.278660369,0.255264968,0.227447716,0.201250355,0.36027099,1.62086277,0.868462459,0.608365179,Karina Nielsen
243,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,4,4-May-12,B,HTS,0,0,0,0,0.0642,0.3369,3.1378,18.1393,41.1341,26.1547,6.5778,0.6854,0.0747,0.005,0.0036,0.0169,96.3304,0.687645667,0.624995604,0.557303366,0.486207761,1.101154517,0.393863404,0.300835134,0.267015517,0.236764272,0.181931245,0.388440584,1.675919469,1.402894457,0.55435649,Karina Nielsen
244,SC_Beach,DUM,"LITTLE DUME, California",2012,May,5,4,4-May-12,B,WTO,0,0,0,0,0.0151,0.0436,0.2803,1.7598,54.7112,28.1533,11.0679,0.9172,0.1138,0.0048,0.0014,0.0055,97.0739,0.490902511,0.475598133,0.457861374,0.43248874,1.254986182,0.369146915,0.282630045,0.252989785,0.213530169,0.182584762,0.349686403,1.485218794,5.991347849,0.470046335,Karina Nielsen
245,SC_Beach,CLM,"SAN CLEMENTE, California",2012,May,5,2,2-May-12,B,HTS,0,0,0,0.4806,2.3822,6.6948,15.8906,23.7034,29.5553,18.179,3.8356,0.2903,0.0421,0.0055,0.0012,0.0054,101.066,1.26608671,0.990397874,0.868918849,0.714058013,0.596015761,0.49505791,0.369268567,0.319625142,0.285078431,0.259159549,0.516129543,1.909011874,0.728148945,0.641426966,Karina Nielsen
246,SC_Beach,CLM,"SAN CLEMENTE, California",2012,May,5,2,2-May-12,B,WTO,0,0.7462,3.4887,6.618,12.7593,15.478,19.0111,13.7603,15.6979,10.3946,3.4507,0.6841,0.2406,0.0145,0.0036,0.0036,102.3512,2.717282027,2.091321488,1.739029956,1.370933673,-0.29364905,0.819646557,0.466536349,0.382466436,0.325931868,0.27588483,0.816912742,2.586903078,0.926066387,0.584720129,Karina Nielsen
247,SC_Beach,ELJ,"SAN ELIJO, California",2012,May,5,3,3-May-12,B,HTS,0,0,0,0,0,0.0017,0.0137,0.037,2.9865,26.1441,44.6095,5.08,0.6907,0.0242,0.0039,0.0032,79.5945,0.34448849,0.322396031,0.297747175,0.264261926,2.009157242,0.212675183,0.162804024,0.044197158,0.044197158,0.044197158,0.140924424,2.691896892,10.77297862,0.470595952,Karina Nielsen
248,SC_Beach,ELJ,"SAN ELIJO, California",2012,May,5,3,3-May-12,B,WTO,0,0,0,0,0.0062,0.0282,0.6387,6.9371,11.2214,17.4617,41.2086,13.1911,1.6338,0.0456,0.0075,0.0038,92.3837,0.569651286,0.464432202,0.385873367,0.3128211,1.819797042,0.222787186,0.180542448,0.149038113,0.127302449,0.044197158,0.233997267,2.403480208,1.630341083,0.53536314,Karina Nielsen
249,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,3,3-May-12,B,HTS,0,0,0,0,0,0.0031,0.0108,0.0149,5.4871,30.8438,42.1011,5.7693,1.8198,0.3061,0.0496,0.0019,86.4075,0.365271655,0.336188803,0.314271076,0.284044357,1.896904726,0.223454378,0.181892037,0.126745485,0.044197158,0.044197158,0.2072408,2.127641176,10.68762063,0.465240481,Karina Nielsen
250,SC_Beach,SCR,"SCRIPPS, California",2012,May,5,3,3-May-12,B,WTO,0,0,0,0.0275,0.0758,0.0701,0.4138,2.4154,10.4981,29.8985,44.2574,7.5715,0.5504,0.0143,0.0046,0.0083,95.8057,0.468101147,0.39687567,0.343465468,0.309439869,1.775921869,0.237413202,0.195201972,0.181918457,0.158802562,0.126317609,0.245709285,1.626374406,0.870311611,0.599173503,Karina Nielsen
251,SC_Beach,CAR,"CARLSBAD, California",2012,June,6,12,12-Jun-12,A,HTS,120.2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,120.281,1.07470112,1.154982496,1.259275182,1.433634708,-0.623626463,2.055308476,2.946561566,3.354543146,3.657451904,3.930667656,2.055308476,0.566013982,1,0.526932084,Karina Nielsen
252,SC_Beach,CAR,"CARLSBAD, California",2012,June,6,12,12-Jun-12,A,WTO,0,0,0,1.418,0.5948,0.3138,0.8171,2.8114,31.3472,26.9193,16.4815,1.4567,0.5826,0.0495,0.0021,0,82.794,0.562482438,0.478140103,0.447452071,0.405073238,1.383525482,0.300240407,0.199307177,0.044197158,0.044197158,0.044197158,0.181079798,3.369121725,9.870361861,0.470567971,Karina Nielsen
253,SC_Beach,CAR,"CARLSBAD, California",2012,June,6,12,12-Jun-12,B,HTS,105.9828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,105.9842,1.085185077,1.177626651,1.299009123,1.50493958,-0.707661998,2.264843139,3.408452083,3.948790163,4.35580703,4.726856787,2.264843139,0.524227595,1,0.526932084,Karina Nielsen
254,SC_Beach,CAR,"CARLSBAD, California",2012,June,6,12,12-Jun-12,B,WTO,0,0,0,0,0.0033,0.0061,0.0639,0.4212,6.2958,36.4003,38.7662,3.9,0.5051,0.0278,0.0077,0,86.3974,0.390179931,0.34292013,0.323879572,0.297282553,1.818811933,0.235242182,0.18812713,0.147430923,0.044197158,0.044197158,0.223955869,2.098535833,9.370943329,0.46830581,Karina Nielsen
255,SC_Beach,CAR,"CARLSBAD, California",2012,June,6,12,12-Jun-12,C,HTS,97.3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,97.349,1.093098173,1.194863615,1.329564279,1.560615232,-0.770554542,2.435519903,3.800909459,4.461429425,4.964380137,5.426554856,2.435519903,0.494985607,1,0.526932084,Karina Nielsen
256,SC_Beach,CAR,"CARLSBAD, California",2012,June,6,12,12-Jun-12,C,WTO,0,0,0,0,0.0179,0.0319,0.2457,1.476,14.0844,31.0548,34.7698,4.744,0.9715,0.0766,0.0062,0,87.4788,0.461822864,0.408360152,0.352993231,0.319261485,1.727728081,0.242426481,0.188955655,0.149228263,0.044197158,0.044197158,0.233739713,2.229713665,4.463405646,0.486352395,Karina Nielsen
257,SC_Beach,CRY,"CRYSTAL COVE, California",2012,June,6,11,11-Jun-12,A,HTS,0,0,0,0,0.0076,0.0065,0.0549,0.6317,50.3926,36.4485,12.9576,1.0068,0.3336,0.0257,0.0004,0.0045,101.8704,0.485439873,0.469030984,0.4500708,0.423057885,1.290710342,0.356229786,0.281671948,0.258570322,0.23409886,0.204795657,0.346096001,1.425211166,2.625798097,0.487536644,Karina Nielsen
258,SC_Beach,CRY,"CRYSTAL COVE, California",2012,June,6,11,11-Jun-12,A,WTO,0,0,0,0,0,0.01,0.0336,0.1294,4.2112,46.2408,49.7764,2.9013,0.4853,0.0149,0.0012,0,103.8041,0.351933314,0.338988997,0.324082716,0.302943244,1.776982665,0.251181348,0.210983728,0.19816874,0.190060824,0.183558213,0.252673368,1.330689774,0.907683864,0.532453257,Karina Nielsen
259,SC_Beach,CRY,"CRYSTAL COVE, California",2012,June,6,11,11-Jun-12,B,HTS,0,0,0,0,0.0106,0.0063,0.0138,0.1174,2.4298,25.0798,46.2259,4.6208,0.4414,0.0159,0.0046,0,78.9663,0.341923538,0.319096788,0.293707172,0.259359841,2.025335364,0.211449377,0.162583768,0.044197158,0.044197158,0.044197158,0.140014098,2.67771109,9.864497302,0.473844597,Karina Nielsen
260,SC_Beach,CRY,"CRYSTAL COVE, California",2012,June,6,11,11-Jun-12,B,WTO,0,0,0,0,0.0031,0.0136,0.0679,0.5554,3.3585,20.5228,58.3123,11.333,0.6139,0.0228,0.0129,0.0143,94.8305,0.347632122,0.319485022,0.288700294,0.24929723,2.046977224,0.214876615,0.185208475,0.170588806,0.141992531,0.044197158,0.21954774,1.910097622,4.920023637,0.488605546,Karina Nielsen
261,SC_Beach,CRY,"CRYSTAL COVE, California",2012,June,6,11,11-Jun-12,C,HTS,0,0,0,0,0.01,0,0.038,0.583,7.286,35.368,50.601,3.211,0.284,0.003,0.004,0.028,97.416,0.40618435,0.346417948,0.326638099,0.299065641,1.812188984,0.238769801,0.201195081,0.189167718,0.181551623,0.156755901,0.245262464,1.454386302,0.775581315,0.604068358,Karina Nielsen
262,SC_Beach,CRY,"CRYSTAL COVE, California",2012,June,6,11,11-Jun-12,C,WTO,0,0,0,0,0.0249,0.0244,0.0478,0.3997,4.4703,26.1936,61.9988,11.7253,0.6884,0.0214,0.0045,0.002,105.6011,0.353407476,0.330784461,0.305540188,0.271239667,1.977843824,0.225018231,0.195670932,0.186070452,0.179933272,0.167423237,0.233877165,1.364466042,0.662891809,0.634613993,Karina Nielsen
263,SC_Beach,IVW,"ISLA VISTA, California",2012,June,6,8,8-Jun-12,A,HTS,0,0,0,0,0,0.0035,0.0053,0.0357,6.311,34.5851,19.2035,1.2202,0.1525,0.0067,0.0015,0.005,61.53,0.38088358,0.340882096,0.320990845,0.293308957,1.841830731,0.212299006,0.044197158,0.044197158,0.044197158,0.044197158,0.144414782,2.812704148,8.812971796,0.466413611,Karina Nielsen
264,SC_Beach,IVW,"ISLA VISTA, California",2012,June,6,8,8-Jun-12,A,WTO,0,0,0,1.3215,1.4596,1.4643,1.8813,2.4684,6.6939,10.8192,30.4542,8.9197,0.7427,0.0226,0.0103,0.0031,66.2608,0.87021967,0.464929893,0.345599953,0.259041776,2.063895949,0.190490889,0.044197158,0.044197158,0.044197158,0.044197158,0.142762477,3.522520037,1.204840806,0.690678309,Karina Nielsen
265,SC_Beach,IVW,"ISLA VISTA, California",2012,June,6,8,8-Jun-12,B,HTS,0,0,0,0.0443,0,0.0043,0.0188,0.1281,20.5462,26.8935,10.3862,0.4896,0.1749,0.0089,0,0.0138,58.7086,0.461085034,0.423792622,0.383001285,0.334682377,1.672128953,0.231038052,0.044197158,0.044197158,0.044197158,0.044197158,0.157552765,3.083529758,5.86269746,0.474696673,Karina Nielsen
266,SC_Beach,IVW,"ISLA VISTA, California",2012,June,6,8,8-Jun-12,B,WTO,0,0,0,0,0.023,0.0706,0.2046,0.8839,11.459,16.7526,28.6233,4.757,0.3981,0.0277,0.0023,0.0015,63.2036,0.445480958,0.3829615,0.329827713,0.273796388,2.010591022,0.194803882,0.044197158,0.044197158,0.044197158,0.044197158,0.141609709,2.944976962,2.489335357,0.519225308,Karina Nielsen
267,SC_Beach,IVW,"ISLA VISTA, California",2012,June,6,8,8-Jun-12,C,HTS,0,0,0,0,0.0067,0.0171,0.0292,0.2214,4.3609,23.3989,28.5116,4.7901,0.9978,0.0489,0.0126,0.0054,62.4006,0.351656682,0.326555298,0.298787322,0.261499169,2.034473688,0.191423984,0.044197158,0.044197158,0.044197158,0.044197158,0.13622316,2.708152332,5.554914129,0.478125744,Karina Nielsen
268,SC_Beach,IVW,"ISLA VISTA, California",2012,June,6,8,8-Jun-12,C,WTO,8.1609,0.6761,1.6841,1.2148,1.5727,1.0229,1.2325,2.1325,13.0576,23.3121,16.6438,1.1414,0.129,0.0071,0.001,0.0263,72.0148,2.891184455,3.148524512,0.658742074,0.411899129,1.471124096,0.265586482,0.044197158,0.044197158,0.044197158,0.044197158,0.197744875,5.587925796,1.011365631,0.767623692,Karina Nielsen
269,SC_Beach,CLM,"SAN CLEMENTE, California",2012,June,6,11,11-Jun-12,A,HTS,0,0,0,0.4929,1.2016,3.9134,13.5339,29.5397,37.7089,14.0851,2.352,0.1807,0.0447,0.0076,0.0069,0.0066,103.074,1.055310363,0.893624473,0.766352371,0.660145017,0.68378995,0.493985094,0.392580347,0.361414731,0.323513952,0.286064256,0.515287254,1.672379423,0.732673577,0.639753259,Karina Nielsen
270,SC_Beach,CLM,"SAN CLEMENTE, California",2012,June,6,11,11-Jun-12,A,WTO,0,4.0054,10.6329,16.2562,23.2133,11.4038,9.2841,9.6437,18.8347,7.0563,3.1419,1.001,0.7548,0.0801,0.0026,0.0204,115.3312,3.872292119,3.289968066,2.747436157,2.267770252,-1.02751258,1.503647829,0.701939524,0.507965656,0.451378311,0.41170365,1.280273326,2.670663453,1.599056234,0.538353445,Karina Nielsen
271,SC_Beach,CLM,"SAN CLEMENTE, California",2012,June,6,11,11-Jun-12,B,HTS,0,0,0,0.2392,0.5843,2.1967,8.8129,22.9423,47.8486,9.9346,1.6425,0.154,0.0324,0.0018,0,0.0018,94.3911,0.925098219,0.759967445,0.663974704,0.579572155,0.895925866,0.447802257,0.373634271,0.336990786,0.273348369,0.044197158,0.464463881,2.534146703,5.050503762,0.48430029,Karina Nielsen
272,SC_Beach,CLM,"SAN CLEMENTE, California",2012,June,6,11,11-Jun-12,B,WTO,1.0844,0.7884,3.4477,6.0425,11.5349,17.8638,25.8546,21.2553,20.0671,5.7266,2.2754,0.2774,0.0559,0.0045,0.0013,0,116.2798,2.920968476,2.162590274,1.739875406,1.357689508,-0.301215307,0.883526393,0.616768397,0.532588591,0.481961802,0.44208981,0.935498679,2.155438639,0.669703392,0.689676189,Karina Nielsen
273,SC_Beach,CLM,"SAN CLEMENTE, California",2012,June,6,11,11-Jun-12,C,HTS,0,0,0,0.5926,0.9223,1.8238,6.9855,21.8009,37.716,17.1506,2.4692,0.1707,0.0484,0.0053,0.0045,0.0024,89.6922,0.920884403,0.718577432,0.646104808,0.559973743,0.951261186,0.424271509,0.318559714,0.265587642,0.044197158,0.044197158,0.417559371,2.668249713,4.578155209,0.490124497,Karina Nielsen
274,SC_Beach,CLM,"SAN CLEMENTE, California",2012,June,6,11,11-Jun-12,C,WTO,0,0,0,0.9735,2.3186,5.6003,14.8956,21.3746,25.1825,20.159,9.3573,1.1449,0.3208,0.0233,0.004,0.0171,101.3715,1.272362339,0.97455941,0.847581876,0.693352077,0.645312661,0.467804248,0.326369994,0.279585182,0.252183558,0.211658978,0.480381924,2.066143139,0.813194091,0.619524695,Karina Nielsen
275,SC_Beach,ELJ,"SAN ELIJO, California",2012,June,6,12,12-Jun-12,A,HTS,0,0,0,0,0,0.005,0.0027,0.1074,3.3067,20.6521,47.127,11.3509,1.625,0.1096,0.0072,0.0123,84.3059,0.344320529,0.316608888,0.286282845,0.248310629,2.062873724,0.206610135,0.157422076,0.091789604,0.044197158,0.044197158,0.175757344,2.220202568,5.994889867,0.487455289,Karina Nielsen
