,Ele,dataset,Grain_Size,Hs,Tp,Ta,Dp,Da,Ea,Es,geometry,Lon,Lat,Beach face slope,index_right,MEAN_SIG_WAVEHEIGHT,TIDAL_RANGE,ERODIBILITY,CHLOROPHYLL,TURBIDITY,REGIONAL_SINUOSITY,OUTFLOW_DENSITY_RESCALED
401,MB,SC_Beach,0.258360741,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
402,BF,SC_Beach,0.206541184,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
405,MB,SC_Beach,0.293968839,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
406,BF,SC_Beach,0.215388238,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
407,MB,SC_Beach,0.044197158,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
408,BF,SC_Beach,0.157286931,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
409,MB,SC_Beach,0.382913648,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
410,BF,SC_Beach,0.270305399,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
413,MB,SC_Beach,0.410797246,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
414,BF,SC_Beach,0.337380723,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
415,MB,SC_Beach,0.239453464,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
416,BF,SC_Beach,0.187674238,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
423,MB,SC_Beach,0.283216126,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
424,BF,SC_Beach,0.211270461,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
425,MB,SC_Beach,0.210931777,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
426,BF,SC_Beach,0.223978511,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
429,MB,SC_Beach,0.258749727,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
430,BF,SC_Beach,0.237553545,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
432,BF,SC_Beach,0.13919052,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
433,MB,SC_Beach,0.327415733,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
434,BF,SC_Beach,0.223411224,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
437,MB,SC_Beach,0.428927942,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
438,BF,SC_Beach,1.544800861,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
439,MB,SC_Beach,0.160700533,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
440,BF,SC_Beach,0.190870184,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
447,MB,SC_Beach,0.272350643,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
448,BF,SC_Beach,0.191604948,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
449,MB,SC_Beach,0.239242093,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
450,BF,SC_Beach,0.248535071,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
453,MB,SC_Beach,0.179553993,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
454,BF,SC_Beach,0.119206988,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
455,MB,SC_Beach,0.264998308,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
456,BF,SC_Beach,0.167405726,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
457,MB,SC_Beach,0.323889892,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
458,BF,SC_Beach,0.241829388,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
461,MB,SC_Beach,0.467689731,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
462,BF,SC_Beach,0.220496311,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
463,MB,SC_Beach,0.227525013,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
464,BF,SC_Beach,0.181783444,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
469,MB,SC_Beach,0.369863215,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
470,BF,SC_Beach,0.339811852,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
471,MB,SC_Beach,0.289124156,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
472,BF,SC_Beach,0.205186009,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
475,MB,SC_Beach,0.166756268,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
476,BF,SC_Beach,0.135614859,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
478,BF,SC_Beach,0.136606467,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
479,MB,SC_Beach,0.339840885,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
480,BF,SC_Beach,0.21640272,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
483,MB,SC_Beach,0.507554245,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
484,BF,SC_Beach,0.615662731,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
485,MB,SC_Beach,0.164083628,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
486,BF,SC_Beach,0.207729587,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
493,MB,SC_Beach,0.381303916,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
494,BF,SC_Beach,0.332750663,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
495,MB,SC_Beach,0.261874022,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
496,BF,SC_Beach,0.295276094,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
499,MB,SC_Beach,0.191693772,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
500,BF,SC_Beach,0.181070842,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
501,MB,SC_Beach,0.190825424,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
502,BF,SC_Beach,0.150004085,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
503,MB,SC_Beach,0.374483371,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
504,BF,SC_Beach,0.280895384,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
507,MB,SC_Beach,0.424024844,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
508,BF,SC_Beach,1.6067496,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
509,MB,SC_Beach,0.199358259,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
510,BF,SC_Beach,0.188934934,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
517,MB,SC_Beach,0.335709065,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
518,BF,SC_Beach,0.445735164,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
519,MB,SC_Beach,0.251965856,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
520,BF,SC_Beach,0.26623964,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
523,MB,SC_Beach,0.268075002,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
524,BF,SC_Beach,0.183506876,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
525,MB,SC_Beach,0.195234649,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
526,BF,SC_Beach,0.134044341,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
527,MB,SC_Beach,0.044197158,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
528,BF,SC_Beach,0.240295063,0.6239166275646838,13.461906008421712,7.444366994910689,215.93522051571722,222.41956609840582,0.13332843563023233,2.6673695804661013,POINT (-118.51142678550099 34.03816855),-118.51808224900336,34.02749517500783,0.075,1188,0.961056,2.498016,High,1.339422,0.0546,1.095145,7.676400095470855e-05
531,MB,SC_Beach,0.416006584,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
532,BF,SC_Beach,0.476562278,0.765155219266517,13.720219954073341,7.870909646957499,227.99288448776954,236.90442342206205,0.21992429618654577,4.399371184924715,POINT (-117.6124179 33.4270275),-117.6189614848279,33.42096289604989,0.065,578,0.825399,2.480865,High,1.018145,0.0696,1.041937,9.977633127587334e-05
533,MB,SC_Beach,0.211551773,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
534,BF,SC_Beach,0.235305956,0.8608328738923777,13.742938497538248,7.79565186379565,255.933207255794,258.56497680707986,0.29022653508909835,5.8049880751266985,POINT (-117.228371 33.0228),-117.27804413314084,33.01197998252161,0.055,374,1.009815,2.473679,High,0.534416,0.0472,1.038844,1.2974149466236852e-05
541,MB,SC_Beach,0.333658716,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
542,BF,SC_Beach,0.502534952,0.7976190850935458,14.049870845251439,7.9131797634690795,228.9063458200643,239.01881102128965,0.2411814459272849,4.82452169037018,POINT (-117.3505966 33.1580933),-117.35142513964853,33.15774067948491,0.07,396,1.009815,2.475991,High,0.955833,0.049,1.024118,2.8407564326271095e-05
543,MB,SC_Beach,0.223862328,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
544,BF,SC_Beach,0.34636189,0.6538082631661094,12.969021750107022,6.893015694479124,221.56709361621867,229.80555288106737,0.1297265504816812,2.5952426468748557,POINT (-117.8413409 33.5753632),-117.84034034081772,33.57605323066716,0.07,649,0.825399,2.485209,Medium,2.490266,0.0492,1.430946,9.3116692910302e-05
547,MB,SC_Beach,0.184935977,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
548,BF,SC_Beach,0.130198049,0.4718788719001896,13.503772172553493,6.7597573441020815,190.16311097107965,198.50785561911377,0.07182679326161871,1.4370817834439393,POINT (-120.2148716 34.4716558),-120.23901844387711,34.47024690057668,0.125,1586,1.595954,2.44302,Medium,1.387715,0.0586,1.04449,5.662221553096118e-06
549,MB,SC_Beach,0.23355486,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
550,BF,SC_Beach,0.218828857,0.4255127632702166,12.522129688461108,8.432951475183105,206.05423076983735,206.6090062757501,0.05950923873778737,1.1902915068111033,POINT (-119.8562131 34.4115125),-119.85160531244104,34.40953216000086,0.07,1482,1.229692,2.452912,Medium,1.160437,0.0574,1.237038,7.719963797474846e-05
